family,report,table,row,headers,cells
cc_v2,docs/benchmarks/cc_v2_report.md,1,1,"[""Method"", ""Source mean"", ""Source 80%"", ""Fresh mean"", ""Fresh 80%"", ""Fresh AURC""]","[""Proposed: SoG residual, combined risk"", ""2.821"", ""2.276"", ""4.719"", ""3.805"", ""3.392""]"
cc_v2,docs/benchmarks/cc_v2_report.md,1,2,"[""Method"", ""Source mean"", ""Source 80%"", ""Fresh mean"", ""Fresh 80%"", ""Fresh AURC""]","[""Strong matched C+: direct, combined risk"", ""2.196"", ""1.626"", ""5.662"", ""5.558"", ""5.562""]"
cc_v2,docs/benchmarks/cc_v2_report.md,1,3,"[""Method"", ""Source mean"", ""Source 80%"", ""Fresh mean"", ""Fresh 80%"", ""Fresh AURC""]","[""Standard C+: direct, context risk"", ""2.196"", ""1.781"", ""5.662"", ""5.601"", ""5.749""]"
cc_v2,docs/benchmarks/cc_v2_report.md,1,4,"[""Method"", ""Source mean"", ""Source 80%"", ""Fresh mean"", ""Fresh 80%"", ""Fresh AURC""]","[""V1 mixture, upgraded risk"", ""2.085"", ""1.562"", ""5.379"", ""4.829"", ""4.100""]"
cc_v2,docs/benchmarks/cc_v2_report.md,1,5,"[""Method"", ""Source mean"", ""Source 80%"", ""Fresh mean"", ""Fresh 80%"", ""Fresh AURC""]","[""V1 direct, upgraded risk"", ""2.166"", ""1.538"", ""5.966"", ""5.591"", ""5.091""]"
cc_v2,docs/benchmarks/cc_v2_report.md,1,6,"[""Method"", ""Source mean"", ""Source 80%"", ""Fresh mean"", ""Fresh 80%"", ""Fresh AURC""]","[""Statistics + HGB, combined risk (1 fit)"", ""2.243"", ""1.797"", ""6.876"", ""6.972"", ""6.723""]"
cc_v2,docs/benchmarks/cc_v2_report.md,1,7,"[""Method"", ""Source mean"", ""Source 80%"", ""Fresh mean"", ""Fresh 80%"", ""Fresh AURC""]","[""GW + ridge, combined risk (1 fit)"", ""2.980"", ""2.510"", ""4.558"", ""3.994"", ""4.276""]"
cc_v2,docs/benchmarks/cc_v2_report.md,1,8,"[""Method"", ""Source mean"", ""Source 80%"", ""Fresh mean"", ""Fresh 80%"", ""Fresh AURC""]","[""GW + ridge, cheap risk (ablation, 1 fit)"", ""2.980"", ""2.447"", ""4.558"", ""3.977"", ""4.190""]"
cc_v2,docs/benchmarks/cc_v2_report.md,1,9,"[""Method"", ""Source mean"", ""Source 80%"", ""Fresh mean"", ""Fresh 80%"", ""Fresh AURC""]","[""Gray World + frozen V1 selector"", ""4.592"", ""3.368"", ""6.166"", ""5.166"", ""3.828""]"
cc_v2,docs/benchmarks/cc_v2_report.md,1,10,"[""Method"", ""Source mean"", ""Source 80%"", ""Fresh mean"", ""Fresh 80%"", ""Fresh AURC""]","[""Max RGB + frozen V1 selector"", ""5.657"", ""3.352"", ""10.805"", ""9.188"", ""5.876""]"
cc_v2,docs/benchmarks/cc_v2_report.md,1,11,"[""Method"", ""Source mean"", ""Source 80%"", ""Fresh mean"", ""Fresh 80%"", ""Fresh AURC""]","[""Shades of Gray + frozen V1 selector"", ""3.573"", ""2.316"", ""6.481"", ""4.755"", ""3.640""]"
cc_v2,docs/benchmarks/cc_v2_report.md,1,12,"[""Method"", ""Source mean"", ""Source 80%"", ""Fresh mean"", ""Fresh 80%"", ""Fresh AURC""]","[""Gray Edge + frozen V1 selector"", ""3.887"", ""2.638"", ""6.841"", ""4.816"", ""3.808""]"
cc_v2,docs/benchmarks/cc_v2_report.md,1,13,"[""Method"", ""Source mean"", ""Source 80%"", ""Fresh mean"", ""Fresh 80%"", ""Fresh AURC""]","[""GW residual, combined (exploratory, 1 seed)"", ""2.993"", ""2.463"", ""4.229"", ""3.745"", ""3.381""]"
cc_v2,docs/benchmarks/cc_v2_report.md,2,1,"[""Accepted coverage"", ""Proposed"", ""Strong C+"", ""GW+ridge cheap"", ""SoG + learned selector""]","[""100%"", ""4.719"", ""5.662"", ""4.558"", ""6.481""]"
cc_v2,docs/benchmarks/cc_v2_report.md,2,2,"[""Accepted coverage"", ""Proposed"", ""Strong C+"", ""GW+ridge cheap"", ""SoG + learned selector""]","[""95%"", ""4.410"", ""5.575"", ""4.422"", ""5.944""]"
cc_v2,docs/benchmarks/cc_v2_report.md,2,3,"[""Accepted coverage"", ""Proposed"", ""Strong C+"", ""GW+ridge cheap"", ""SoG + learned selector""]","[""90%"", ""4.210"", ""5.571"", ""4.191"", ""5.486""]"
cc_v2,docs/benchmarks/cc_v2_report.md,2,4,"[""Accepted coverage"", ""Proposed"", ""Strong C+"", ""GW+ridge cheap"", ""SoG + learned selector""]","[""80%"", ""3.805"", ""5.558"", ""3.977"", ""4.755""]"
cc_v2,docs/benchmarks/cc_v2_report.md,2,5,"[""Accepted coverage"", ""Proposed"", ""Strong C+"", ""GW+ridge cheap"", ""SoG + learned selector""]","[""70%"", ""3.590"", ""5.602"", ""3.719"", ""4.236""]"
cc_v2,docs/benchmarks/cc_v2_report.md,2,6,"[""Accepted coverage"", ""Proposed"", ""Strong C+"", ""GW+ridge cheap"", ""SoG + learned selector""]","[""60%"", ""3.384"", ""5.547"", ""3.626"", ""3.841""]"
cc_v2,docs/benchmarks/cc_v2_report.md,3,1,"[""Fresh error prediction"", ""Mean predicted°"", ""Mean observed°"", ""MAE°"", ""Spearman""]","[""Proposed: SoG residual, combined risk"", ""4.282"", ""4.719"", ""2.812"", ""0.481""]"
cc_v2,docs/benchmarks/cc_v2_report.md,3,2,"[""Fresh error prediction"", ""Mean predicted°"", ""Mean observed°"", ""MAE°"", ""Spearman""]","[""Strong matched C+: direct, combined risk"", ""2.919"", ""5.662"", ""3.224"", ""-0.026""]"
cc_v2,docs/benchmarks/cc_v2_report.md,3,3,"[""Fresh error prediction"", ""Mean predicted°"", ""Mean observed°"", ""MAE°"", ""Spearman""]","[""GW + ridge, cheap risk (ablation, 1 fit)"", ""4.663"", ""4.558"", ""3.094"", ""0.314""]"
cc_v2,docs/benchmarks/cc_v2_report.md,4,1,"[""Camera (128 each)"", ""Proposed mean"", ""C+ mean"", ""Proposed 80%"", ""C+ 80%""]","[""Canon 5DSR"", ""5.782"", ""4.557"", ""4.683"", ""4.042""]"
cc_v2,docs/benchmarks/cc_v2_report.md,4,2,"[""Camera (128 each)"", ""Proposed mean"", ""C+ mean"", ""Proposed 80%"", ""C+ 80%""]","[""Nikon D810"", ""4.346"", ""5.390"", ""3.450"", ""5.205""]"
cc_v2,docs/benchmarks/cc_v2_report.md,4,3,"[""Camera (128 each)"", ""Proposed mean"", ""C+ mean"", ""Proposed 80%"", ""C+ 80%""]","[""Sony IMX135_BLCCSC"", ""4.030"", ""7.038"", ""3.774"", ""6.974""]"
cc_v2,docs/benchmarks/cc_v2_report.md,5,1,"[""Method"", ""mean"", ""median"", ""trimean"", ""best25"", ""worst25"", ""p90"", ""p95""]","[""Proposed: SoG residual, combined risk"", ""4.083"", ""2.803"", ""3.139"", ""0.813"", ""9.385"", ""9.064"", ""11.356""]"
cc_v2,docs/benchmarks/cc_v2_report.md,5,2,"[""Method"", ""mean"", ""median"", ""trimean"", ""best25"", ""worst25"", ""p90"", ""p95""]","[""Strong matched C+: direct, combined risk"", ""4.535"", ""3.871"", ""4.041"", ""2.316"", ""7.900"", ""7.287"", ""9.205""]"
cc_v2,docs/benchmarks/cc_v2_report.md,5,3,"[""Method"", ""mean"", ""median"", ""trimean"", ""best25"", ""worst25"", ""p90"", ""p95""]","[""GW + ridge, cheap risk (ablation, 1 fit)"", ""3.869"", ""2.950"", ""3.107"", ""0.920"", ""8.517"", ""8.151"", ""11.127""]"
cc_v2,docs/benchmarks/cc_v2_report.md,6,1,"[""Method"", ""mean"", ""median"", ""trimean"", ""best25"", ""worst25"", ""p90"", ""p95""]","[""Proposed: SoG residual, combined risk"", ""4.719"", ""3.491"", ""3.832"", ""0.948"", ""10.534"", ""10.252"", ""12.611""]"
cc_v2,docs/benchmarks/cc_v2_report.md,6,2,"[""Method"", ""mean"", ""median"", ""trimean"", ""best25"", ""worst25"", ""p90"", ""p95""]","[""Strong matched C+: direct, combined risk"", ""5.662"", ""4.618"", ""4.882"", ""2.549"", ""10.573"", ""9.952"", ""12.360""]"
cc_v2,docs/benchmarks/cc_v2_report.md,6,3,"[""Method"", ""mean"", ""median"", ""trimean"", ""best25"", ""worst25"", ""p90"", ""p95""]","[""GW + ridge, cheap risk (ablation, 1 fit)"", ""4.558"", ""3.608"", ""3.801"", ""1.095"", ""9.833"", ""9.477"", ""12.841""]"
cc_v2,docs/benchmarks/cc_v2_report.md,7,1,"[""Fresh method"", ""Full >10°"", ""80% >10°"", ""80% >20°"", ""80% p95°""]","[""Proposed: SoG residual, combined risk"", ""11.20%"", ""5.65%"", ""0.33%"", ""10.214""]"
cc_v2,docs/benchmarks/cc_v2_report.md,7,2,"[""Fresh method"", ""Full >10°"", ""80% >10°"", ""80% >20°"", ""80% p95°""]","[""Strong matched C+: direct, combined risk"", ""10.16%"", ""9.23%"", ""0.43%"", ""11.787""]"
cc_v2,docs/benchmarks/cc_v2_report.md,7,3,"[""Fresh method"", ""Full >10°"", ""80% >10°"", ""80% >20°"", ""80% p95°""]","[""GW + ridge, cheap risk (ablation, 1 fit)"", ""8.85%"", ""5.54%"", ""0.00%"", ""10.984""]"
cc_v3,docs/benchmarks/cc_v3_report.md,1,1,"[""Graph coordinates"", ""Best epoch"", ""Recovery mean"", ""Reproduction mean"", ""Reproduction median"", ""Worst25% mean"", ""p95"", ""Error>10°""]","[""Direct RGB, matched control"", ""29"", ""1.9043"", ""2.5465"", ""1.0773"", ""7.1050"", ""8.9890"", ""3/119""]"
cc_v3,docs/benchmarks/cc_v3_report.md,1,2,"[""Graph coordinates"", ""Best epoch"", ""Recovery mean"", ""Reproduction mean"", ""Reproduction median"", ""Worst25% mean"", ""p95"", ""Error>10°""]","[""Diagonal GW"", ""69"", ""2.2387"", ""2.9416"", ""1.9369"", ""7.0077"", ""8.0856"", ""5/119""]"
cc_v3,docs/benchmarks/cc_v3_report.md,1,3,"[""Graph coordinates"", ""Best epoch"", ""Recovery mean"", ""Reproduction mean"", ""Reproduction median"", ""Worst25% mean"", ""p95"", ""Error>10°""]","[""Full color frame, Proposed"", ""54"", ""3.1653"", ""4.2813"", ""3.2137"", ""9.8680"", ""11.1996"", ""10/119""]"
cc_v3,docs/benchmarks/cc_v3_report.md,2,1,"[""Nominal coverage"", ""Direct RGB"", ""Diagonal GW"", ""Full frame Proposed""]","[""100%"", ""2.5465"", ""2.9416"", ""4.2813""]"
cc_v3,docs/benchmarks/cc_v3_report.md,2,2,"[""Nominal coverage"", ""Direct RGB"", ""Diagonal GW"", ""Full frame Proposed""]","[""95%"", ""2.5337"", ""3.0426"", ""4.2065""]"
cc_v3,docs/benchmarks/cc_v3_report.md,2,3,"[""Nominal coverage"", ""Direct RGB"", ""Diagonal GW"", ""Full frame Proposed""]","[""90%"", ""2.4094"", ""3.1677"", ""4.1644""]"
cc_v3,docs/benchmarks/cc_v3_report.md,2,4,"[""Nominal coverage"", ""Direct RGB"", ""Diagonal GW"", ""Full frame Proposed""]","[""80%"", ""2.3040"", ""3.1668"", ""4.1549""]"
cc_v3,docs/benchmarks/cc_v3_report.md,2,5,"[""Nominal coverage"", ""Direct RGB"", ""Diagonal GW"", ""Full frame Proposed""]","[""70%"", ""2.0776"", ""3.0870"", ""3.8025""]"
cc_v3,docs/benchmarks/cc_v3_report.md,2,6,"[""Nominal coverage"", ""Direct RGB"", ""Diagonal GW"", ""Full frame Proposed""]","[""60%"", ""1.8577"", ""3.2247"", ""3.6498""]"
cc_v4,docs/benchmarks/cc_v4_report.md,1,1,"[""Mode"", ""Best epoch"", ""Repro mean"", ""Median"", ""Trimean"", ""Best25"", ""Worst25"", ""p95"", ""Recovery mean"", "">10deg""]","[""posterior"", ""77"", ""2.1809"", ""1.3155"", ""1.4893"", ""0.3358"", ""5.4357"", ""6.9467"", ""1.6628"", ""2/119""]"
cc_v4,docs/benchmarks/cc_v4_report.md,1,2,"[""Mode"", ""Best epoch"", ""Repro mean"", ""Median"", ""Trimean"", ""Best25"", ""Worst25"", ""p95"", ""Recovery mean"", "">10deg""]","[""action"", ""87"", ""2.3169"", ""1.3604"", ""1.5058"", ""0.3575"", ""6.0858"", ""7.5465"", ""1.7803"", ""0/119""]"
cc_v4,docs/benchmarks/cc_v4_report.md,1,3,"[""Mode"", ""Best epoch"", ""Repro mean"", ""Median"", ""Trimean"", ""Best25"", ""Worst25"", ""p95"", ""Recovery mean"", "">10deg""]","[""transport"", ""63"", ""2.3889"", ""1.4375"", ""1.6698"", ""0.3587"", ""6.1137"", ""7.2772"", ""1.8914"", ""2/119""]"
cc_v4,docs/benchmarks/cc_v4_report.md,2,1,"[""Mode"", ""Best point epoch"", ""Repro mean"", ""Median"", ""Trimean"", ""Best25"", ""Worst25"", ""p95"", ""Recovery mean"", "">10deg""]","[""posterior"", ""77"", ""2.1779"", ""1.3065"", ""1.4348"", ""0.3590"", ""5.5319"", ""6.9467"", ""1.6596"", ""2/119""]"
cc_v4,docs/benchmarks/cc_v4_report.md,2,2,"[""Mode"", ""Best point epoch"", ""Repro mean"", ""Median"", ""Trimean"", ""Best25"", ""Worst25"", ""p95"", ""Recovery mean"", "">10deg""]","[""action"", ""87"", ""2.3363"", ""1.3604"", ""1.5414"", ""0.3640"", ""6.1254"", ""7.9210"", ""1.7863"", ""0/119""]"
cc_v4,docs/benchmarks/cc_v4_report.md,2,3,"[""Mode"", ""Best point epoch"", ""Repro mean"", ""Median"", ""Trimean"", ""Best25"", ""Worst25"", ""p95"", ""Recovery mean"", "">10deg""]","[""transport"", ""63"", ""2.3568"", ""1.4257"", ""1.6256"", ""0.3489"", ""6.0717"", ""7.2772"", ""1.8646"", ""2/119""]"
cc_v4,docs/benchmarks/cc_v4_report.md,3,1,"[""Mode"", ""Stage"", ""Repro mean"", ""p95"", ""Recovery mean"", ""Worsened vs point"", ""Mean delta""]","[""posterior"", ""1"", ""2.1862"", ""6.9467"", ""1.6602"", ""1/119"", ""0.0083""]"
cc_v4,docs/benchmarks/cc_v4_report.md,3,2,"[""Mode"", ""Stage"", ""Repro mean"", ""p95"", ""Recovery mean"", ""Worsened vs point"", ""Mean delta""]","[""posterior"", ""2"", ""2.1809"", ""6.9467"", ""1.6628"", ""19/119"", ""0.0030""]"
cc_v4,docs/benchmarks/cc_v4_report.md,3,3,"[""Mode"", ""Stage"", ""Repro mean"", ""p95"", ""Recovery mean"", ""Worsened vs point"", ""Mean delta""]","[""posterior"", ""4"", ""2.1744"", ""6.7901"", ""1.6640"", ""55/119"", ""-0.0035""]"
cc_v4,docs/benchmarks/cc_v4_report.md,3,4,"[""Mode"", ""Stage"", ""Repro mean"", ""p95"", ""Recovery mean"", ""Worsened vs point"", ""Mean delta""]","[""action"", ""1"", ""2.3363"", ""7.9210"", ""1.7863"", ""0/119"", ""0.0000""]"
cc_v4,docs/benchmarks/cc_v4_report.md,3,5,"[""Mode"", ""Stage"", ""Repro mean"", ""p95"", ""Recovery mean"", ""Worsened vs point"", ""Mean delta""]","[""action"", ""2"", ""2.3169"", ""7.5465"", ""1.7803"", ""4/119"", ""-0.0194""]"
cc_v4,docs/benchmarks/cc_v4_report.md,3,6,"[""Mode"", ""Stage"", ""Repro mean"", ""p95"", ""Recovery mean"", ""Worsened vs point"", ""Mean delta""]","[""action"", ""4"", ""2.3552"", ""7.5821"", ""1.8024"", ""64/119"", ""0.0190""]"
cc_v4,docs/benchmarks/cc_v4_report.md,3,7,"[""Mode"", ""Stage"", ""Repro mean"", ""p95"", ""Recovery mean"", ""Worsened vs point"", ""Mean delta""]","[""transport"", ""1"", ""2.3568"", ""7.2772"", ""1.8646"", ""0/119"", ""0.0000""]"
cc_v4,docs/benchmarks/cc_v4_report.md,3,8,"[""Mode"", ""Stage"", ""Repro mean"", ""p95"", ""Recovery mean"", ""Worsened vs point"", ""Mean delta""]","[""transport"", ""2"", ""2.3889"", ""7.2772"", ""1.8914"", ""9/119"", ""0.0321""]"
cc_v4,docs/benchmarks/cc_v4_report.md,3,9,"[""Mode"", ""Stage"", ""Repro mean"", ""p95"", ""Recovery mean"", ""Worsened vs point"", ""Mean delta""]","[""transport"", ""4"", ""2.3715"", ""6.9743"", ""1.8627"", ""60/119"", ""0.0146""]"
cc_v4,docs/benchmarks/cc_v4_report.md,4,1,"[""Mode"", ""Transition"", ""Mean true delta"", ""Worsened"", ""Improved"", ""Predicted risk increased""]","[""posterior"", ""1->2"", ""-0.0053"", ""18/119"", ""15/119"", ""0""]"
cc_v4,docs/benchmarks/cc_v4_report.md,4,2,"[""Mode"", ""Transition"", ""Mean true delta"", ""Worsened"", ""Improved"", ""Predicted risk increased""]","[""posterior"", ""2->4"", ""-0.0065"", ""50/119"", ""46/119"", ""0""]"
cc_v4,docs/benchmarks/cc_v4_report.md,4,3,"[""Mode"", ""Transition"", ""Mean true delta"", ""Worsened"", ""Improved"", ""Predicted risk increased""]","[""posterior"", ""1->4"", ""-0.0118"", ""54/119"", ""44/119"", ""0""]"
cc_v4,docs/benchmarks/cc_v4_report.md,4,4,"[""Mode"", ""Transition"", ""Mean true delta"", ""Worsened"", ""Improved"", ""Predicted risk increased""]","[""action"", ""1->2"", ""-0.0194"", ""4/119"", ""8/119"", ""0""]"
cc_v4,docs/benchmarks/cc_v4_report.md,4,5,"[""Mode"", ""Transition"", ""Mean true delta"", ""Worsened"", ""Improved"", ""Predicted risk increased""]","[""action"", ""2->4"", ""0.0383"", ""65/119"", ""38/119"", ""0""]"
cc_v4,docs/benchmarks/cc_v4_report.md,4,6,"[""Mode"", ""Transition"", ""Mean true delta"", ""Worsened"", ""Improved"", ""Predicted risk increased""]","[""action"", ""1->4"", ""0.0190"", ""64/119"", ""41/119"", ""0""]"
cc_v4,docs/benchmarks/cc_v4_report.md,4,7,"[""Mode"", ""Transition"", ""Mean true delta"", ""Worsened"", ""Improved"", ""Predicted risk increased""]","[""transport"", ""1->2"", ""0.0321"", ""9/119"", ""3/119"", ""0""]"
cc_v4,docs/benchmarks/cc_v4_report.md,4,8,"[""Mode"", ""Transition"", ""Mean true delta"", ""Worsened"", ""Improved"", ""Predicted risk increased""]","[""transport"", ""2->4"", ""-0.0174"", ""54/119"", ""56/119"", ""0""]"
cc_v4,docs/benchmarks/cc_v4_report.md,4,9,"[""Mode"", ""Transition"", ""Mean true delta"", ""Worsened"", ""Improved"", ""Predicted risk increased""]","[""transport"", ""1->4"", ""0.0146"", ""60/119"", ""50/119"", ""0""]"
cc_v4,docs/benchmarks/cc_v4_report.md,5,1,"[""Mode"", ""Stage"", ""Oracle mean"", ""Oracle p95"", ""Selected regret mean"", ""Regret p95""]","[""posterior"", ""1"", ""1.0458"", ""1.7233"", ""1.1404"", ""5.4004""]"
cc_v4,docs/benchmarks/cc_v4_report.md,5,2,"[""Mode"", ""Stage"", ""Oracle mean"", ""Oracle p95"", ""Selected regret mean"", ""Regret p95""]","[""posterior"", ""2"", ""0.5262"", ""1.5535"", ""1.6547"", ""5.5048""]"
cc_v4,docs/benchmarks/cc_v4_report.md,5,3,"[""Mode"", ""Stage"", ""Oracle mean"", ""Oracle p95"", ""Selected regret mean"", ""Regret p95""]","[""posterior"", ""4"", ""0.4389"", ""1.5535"", ""1.7355"", ""5.5634""]"
cc_v4,docs/benchmarks/cc_v4_report.md,5,4,"[""Mode"", ""Stage"", ""Oracle mean"", ""Oracle p95"", ""Selected regret mean"", ""Regret p95""]","[""action"", ""1"", ""1.0283"", ""1.7121"", ""1.3079"", ""6.6772""]"
cc_v4,docs/benchmarks/cc_v4_report.md,5,5,"[""Mode"", ""Stage"", ""Oracle mean"", ""Oracle p95"", ""Selected regret mean"", ""Regret p95""]","[""action"", ""2"", ""0.5086"", ""1.5278"", ""1.8083"", ""6.6089""]"
cc_v4,docs/benchmarks/cc_v4_report.md,5,6,"[""Mode"", ""Stage"", ""Oracle mean"", ""Oracle p95"", ""Selected regret mean"", ""Regret p95""]","[""action"", ""4"", ""0.4288"", ""1.5278"", ""1.9264"", ""6.3217""]"
cc_v4,docs/benchmarks/cc_v4_report.md,5,7,"[""Mode"", ""Stage"", ""Oracle mean"", ""Oracle p95"", ""Selected regret mean"", ""Regret p95""]","[""transport"", ""1"", ""1.0255"", ""1.7086"", ""1.3313"", ""6.0256""]"
cc_v4,docs/benchmarks/cc_v4_report.md,5,8,"[""Mode"", ""Stage"", ""Oracle mean"", ""Oracle p95"", ""Selected regret mean"", ""Regret p95""]","[""transport"", ""2"", ""0.5308"", ""1.5496"", ""1.8581"", ""6.0256""]"
cc_v4,docs/benchmarks/cc_v4_report.md,5,9,"[""Mode"", ""Stage"", ""Oracle mean"", ""Oracle p95"", ""Selected regret mean"", ""Regret p95""]","[""transport"", ""4"", ""0.4632"", ""1.5496"", ""1.9083"", ""5.9583""]"
cc_v4,docs/benchmarks/cc_v4_report.md,6,1,"[""Nominal coverage"", ""Posterior mean (accepted)"", ""Action mean (accepted)"", ""Transport mean (accepted)""]","[""100%"", ""2.1809 (119/119)"", ""2.3169 (119/119)"", ""2.3889 (119/119)""]"
cc_v4,docs/benchmarks/cc_v4_report.md,6,2,"[""Nominal coverage"", ""Posterior mean (accepted)"", ""Action mean (accepted)"", ""Transport mean (accepted)""]","[""95%"", ""2.0041 (113/119)"", ""2.1366 (113/119)"", ""2.3460 (113/119)""]"
cc_v4,docs/benchmarks/cc_v4_report.md,6,3,"[""Nominal coverage"", ""Posterior mean (accepted)"", ""Action mean (accepted)"", ""Transport mean (accepted)""]","[""90%"", ""1.9600 (107/119)"", ""2.1889 (107/119)"", ""2.1815 (107/119)""]"
cc_v4,docs/benchmarks/cc_v4_report.md,6,4,"[""Nominal coverage"", ""Posterior mean (accepted)"", ""Action mean (accepted)"", ""Transport mean (accepted)""]","[""80%"", ""1.8946 (95/119)"", ""2.0089 (95/119)"", ""1.9998 (95/119)""]"
cc_v4,docs/benchmarks/cc_v4_report.md,6,5,"[""Nominal coverage"", ""Posterior mean (accepted)"", ""Action mean (accepted)"", ""Transport mean (accepted)""]","[""70%"", ""1.6928 (83/119)"", ""1.9227 (83/119)"", ""1.8397 (83/119)""]"
cc_v4,docs/benchmarks/cc_v4_report.md,6,6,"[""Nominal coverage"", ""Posterior mean (accepted)"", ""Action mean (accepted)"", ""Transport mean (accepted)""]","[""60%"", ""1.5135 (71/119)"", ""1.7530 (71/119)"", ""1.5639 (71/119)""]"
cc_v4,docs/benchmarks/cc_v4_report.md,7,1,"[""Mode"", ""Parameters"", ""Train peak MiB"", ""Source cache MiB"", ""Checkpoint MiB"", ""Train seconds"", ""Stage1 median ms"", ""Stage2 median ms"", ""Stage4 median ms""]","[""posterior"", ""3,097,189"", ""765.47"", ""233.45"", ""12.02"", ""150.18"", ""5.273"", ""6.185"", ""7.860""]"
cc_v4,docs/benchmarks/cc_v4_report.md,7,2,"[""Mode"", ""Parameters"", ""Train peak MiB"", ""Source cache MiB"", ""Checkpoint MiB"", ""Train seconds"", ""Stage1 median ms"", ""Stage2 median ms"", ""Stage4 median ms""]","[""action"", ""3,097,189"", ""765.47"", ""233.45"", ""12.02"", ""150.35"", ""5.256"", ""14.596"", ""7.766""]"
cc_v4,docs/benchmarks/cc_v4_report.md,7,3,"[""Mode"", ""Parameters"", ""Train peak MiB"", ""Source cache MiB"", ""Checkpoint MiB"", ""Train seconds"", ""Stage1 median ms"", ""Stage2 median ms"", ""Stage4 median ms""]","[""transport"", ""3,097,189"", ""765.46"", ""233.45"", ""12.02"", ""148.25"", ""5.260"", ""6.104"", ""8.129""]"
cc_v4,docs/benchmarks/cc_v4_report.md,8,1,"[""Mode"", ""Receipt"", ""Stage1 median ms"", ""Stage2 median ms"", ""Stage4 median ms""]","[""posterior"", ""primary"", ""5.273"", ""6.185"", ""7.860""]"
cc_v4,docs/benchmarks/cc_v4_report.md,8,2,"[""Mode"", ""Receipt"", ""Stage1 median ms"", ""Stage2 median ms"", ""Stage4 median ms""]","[""posterior"", ""repeat 2"", ""5.216"", ""14.424"", ""8.168""]"
cc_v4,docs/benchmarks/cc_v4_report.md,8,3,"[""Mode"", ""Receipt"", ""Stage1 median ms"", ""Stage2 median ms"", ""Stage4 median ms""]","[""posterior"", ""repeat 3"", ""5.173"", ""6.010"", ""7.683""]"
cc_v4,docs/benchmarks/cc_v4_report.md,8,4,"[""Mode"", ""Receipt"", ""Stage1 median ms"", ""Stage2 median ms"", ""Stage4 median ms""]","[""action"", ""primary"", ""5.256"", ""14.596"", ""7.766""]"
cc_v4,docs/benchmarks/cc_v4_report.md,8,5,"[""Mode"", ""Receipt"", ""Stage1 median ms"", ""Stage2 median ms"", ""Stage4 median ms""]","[""action"", ""repeat 2"", ""5.200"", ""6.140"", ""18.983""]"
cc_v4,docs/benchmarks/cc_v4_report.md,8,6,"[""Mode"", ""Receipt"", ""Stage1 median ms"", ""Stage2 median ms"", ""Stage4 median ms""]","[""action"", ""repeat 3"", ""5.281"", ""5.987"", ""7.700""]"
cc_v4,docs/benchmarks/cc_v4_report.md,8,7,"[""Mode"", ""Receipt"", ""Stage1 median ms"", ""Stage2 median ms"", ""Stage4 median ms""]","[""transport"", ""primary"", ""5.260"", ""6.104"", ""8.129""]"
cc_v4,docs/benchmarks/cc_v4_report.md,8,8,"[""Mode"", ""Receipt"", ""Stage1 median ms"", ""Stage2 median ms"", ""Stage4 median ms""]","[""transport"", ""repeat 2"", ""5.311"", ""6.174"", ""7.861""]"
cc_v4,docs/benchmarks/cc_v4_report.md,8,9,"[""Mode"", ""Receipt"", ""Stage1 median ms"", ""Stage2 median ms"", ""Stage4 median ms""]","[""transport"", ""repeat 3"", ""5.229"", ""6.203"", ""7.746""]"
cc_v5,docs/benchmarks/cc_v5_report.md,1,1,"[""Arm"", ""Best full mean °"", ""Final full mean °"", ""Best raw risk80 °""]","[""Point-only compact estimator"", ""2.4814"", ""2.5911"", ""Not trained""]"
cc_v5,docs/benchmarks/cc_v5_report.md,1,2,"[""Arm"", ""Best full mean °"", ""Final full mean °"", ""Best raw risk80 °""]","[""Fixed posterior critic"", ""2.5612"", ""2.6657"", ""2.1307""]"
cc_v5,docs/benchmarks/cc_v5_report.md,1,3,"[""Arm"", ""Best full mean °"", ""Final full mean °"", ""Best raw risk80 °""]","[""Generic action critic"", ""**2.4136**"", ""**2.5666**"", ""2.1333""]"
cc_v5,docs/benchmarks/cc_v5_report.md,1,4,"[""Arm"", ""Best full mean °"", ""Final full mean °"", ""Best raw risk80 °""]","[""Physical transport, random actions"", ""2.4548"", ""2.5853"", ""**2.0192**""]"
cc_v5,docs/benchmarks/cc_v5_report.md,1,5,"[""Arm"", ""Best full mean °"", ""Final full mean °"", ""Best raw risk80 °""]","[""Transport, selected-action sampling"", ""2.5346"", ""2.6415"", ""2.1895""]"
cc_v5,docs/benchmarks/cc_v5_report.md,1,6,"[""Arm"", ""Best full mean °"", ""Final full mean °"", ""Best raw risk80 °""]","[""Transport, selected actions + derivatives"", ""2.4812"", ""2.6874"", ""2.1448""]"
cc_v5,docs/benchmarks/cc_v5_report.md,2,1,"[""Coverage"", ""Posterior"", ""Generic action"", ""Transport random"", ""Transport selected"", ""Transport derivatives""]","[""100%"", ""2.5612"", ""2.4136"", ""2.4548"", ""2.5346"", ""2.4812""]"
cc_v5,docs/benchmarks/cc_v5_report.md,2,2,"[""Coverage"", ""Posterior"", ""Generic action"", ""Transport random"", ""Transport selected"", ""Transport derivatives""]","[""95%"", ""2.4010"", ""2.3159"", ""2.3412"", ""2.3730"", ""2.3381""]"
